app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-24,24,2.5,52.5,14.4268,0.3686,0.4439,0.4785,0.5254,0.5507,0.6007,0.6243,0.6389,0.6748,0.7334,0.7573,0.7573
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-25,48,2.5,110.0,29.0404,0.2651,0.4422,0.5393,0.5725,0.6064,0.6346,0.67,0.6943,0.8073,0.8703,0.9229,0.9389
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-26,37,2.5,87.5,37.8947,0.1991,0.2231,0.2853,0.3124,0.3723,0.3884,0.4095,0.4345,0.5519,0.6116,0.6214,0.6682
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-27,31,2.5,70.0,27.6552,0.1483,0.1779,0.1991,0.2069,0.2113,0.2252,0.2449,0.2498,0.3067,0.3813,0.4193,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-28,33,2.5,80.0,26.5851,0.1987,0.2311,0.3237,0.3922,0.4343,0.4354,0.4494,0.4638,0.5525,0.5704,0.5705,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-29,43,2.5,105.0,31.1303,0.2055,0.2851,0.3395,0.3732,0.4193,0.4753,0.4922,0.5199,0.6439,0.7421,0.8019,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-30,31,2.5,60.0,37.1226,0.2935,0.3905,0.4943,0.5863,0.6026,0.6552,0.6691,0.7082,0.8018,0.8617,0.8945,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-31,33,2.3,69.0,40.004,0.1358,0.1609,0.1941,0.2166,0.2325,0.2405,0.2575,0.2656,0.3441,0.3886,0.3953,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-01,20,1.75,31.5,32.2719,0.3274,0.3884,0.4175,0.419,0.4217,0.4268,0.427,0.4555,0.4789,0.4882,0.4904,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-02,17,1.75,26.25,24.4815,0.2549,0.2846,0.3503,0.351,0.3669,0.3898,0.4359,0.4359,0.4813,0.4899,0.4899,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-03,30,1.75,49.0,39.6988,0.367,0.4253,0.4411,0.4631,0.4875,0.5272,0.5616,0.5709,0.5922,0.6028,0.6028,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-04,29,1.75,50.75,23.9886,0.1993,0.2526,0.3456,0.4147,0.4633,0.515,0.6123,0.6802,0.9795,1.1434,1.3466,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-05,26,1.75,40.25,28.3653,0.3238,0.3837,0.4841,0.5215,0.5735,0.6223,0.6627,0.6967,0.8626,0.9437,1.236,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-06,16,1.75,24.5,29.5195,0.5861,1.0506,1.5433,1.8048,1.85,1.9418,2.066,2.1651,2.9583,3.6653,4.0172,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-07,20,1.75,35.0,29.6066,0.2228,0.2539,0.2909,0.3124,0.3405,0.3405,0.3493,0.3721,0.3721,0.3759,0.3839,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-08,18,1.75,29.75,35.2214,0.2014,0.2442,0.2968,0.3046,0.3206,0.3206,0.3329,0.3562,0.5107,0.5107,0.5107,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-09,14,1.75,19.25,31.6019,0.2251,0.2499,0.3062,0.317,0.4281,0.4838,0.5071,0.5227,0.5886,0.5981,0.5981,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-10,20,1.75,33.25,27.5363,0.1137,0.1214,0.1323,0.1455,0.1879,0.1919,0.2005,0.2005,0.2029,0.2029,0.203,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-11,13,1.75,22.75,25.5865,0.3031,0.326,0.3521,0.3763,0.4118,0.4135,0.4135,0.4135,0.4135,0.4135,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-12,11,1.75,15.75,21.0974,0.2106,0.3272,0.4528,0.4552,0.4552,0.4779,0.4779,0.4779,0.4865,0.4916,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-13,7,1.75,12.25,17.2873,0.0746,0.0747,0.0758,0.0767,0.0767,0.0767,0.0767,0.0767,0.0767,0.0767,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-14,8,1.75,14.0,24.3462,0.2179,0.2231,0.2231,0.2231,0.2231,0.2303,0.2303,0.2303,0.2303,0.2303,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-15,10,1.75,17.5,23.4489,0.2281,0.2531,0.2873,0.2873,0.2962,0.3027,0.3226,0.3226,0.337,0.337,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-16,0,0.0,0.0,11.4813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-17,0,0.0,0.0,13.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-18,0,0.0,0.0,11.9724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-19,0,0.0,0.0,8.7462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-20,0,0.0,0.0,7.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-21,1,1.75,1.75,7.0173,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,6.6552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,15.2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,8.4586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-25,0,0.0,0.0,1.9354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-26,0,0.0,0.0,1.8809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-27,0,0.0,0.0,1.9532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-28,0,0.0,0.0,5.2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-29,0,0.0,0.0,1.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-30,0,0.0,0.0,5.1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-31,0,0.0,0.0,5.7171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-01,0,0.0,0.0,7.7047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-02,0,0.0,0.0,3.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-03,0,0.0,0.0,4.2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-04,0,0.0,0.0,3.6327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-05,0,0.0,0.0,3.4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-06,0,0.0,0.0,2.5095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-07,0,0.0,0.0,4.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-09-08,0,0.0,0.0,0.9053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-18,14,1.75,24.5,3.1804,0.1611,0.1688,0.1924,0.2626,0.3375,0.3378,0.3416,0.3676,0.3864,0.4153,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-19,1,1.75,1.75,1.0506,0.1283,0.1283,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-20,3,1.75,5.25,0.9393,0.0538,0.0863,0.0921,0.0921,0.0996,0.1075,0.1095,0.1095,0.1102,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-21,3,1.75,5.25,0.7096,0.1172,0.1457,0.1476,0.1476,0.1608,0.1608,0.1608,0.1608,0.1608,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-22,5,1.75,8.75,3.6648,0.1939,0.1939,0.412,0.4458,0.4458,0.4458,0.4458,0.486,0.486,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,1.9246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-24,5,1.75,8.75,1.2164,0.1493,0.1587,0.2681,0.2791,0.327,0.3377,0.4227,0.4486,0.8482,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-25,9,1.75,14.0,3.5872,0.3388,0.5898,0.666,0.7205,0.7269,0.8175,0.8596,0.8945,1.1666,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-26,12,1.75,17.5,10.4071,0.3002,0.4561,0.5417,0.903,0.9935,1.0269,1.0601,1.1462,1.3566,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-27,35,1.75,52.5,26.08,0.4314,0.6829,0.7576,0.8648,0.954,1.0308,1.0996,1.3234,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-28,20,1.75,31.5,19.2685,0.3261,0.3995,0.4945,0.5876,0.6648,0.7183,0.816,0.8409,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-29,18,1.75,28.0,29.3273,0.3945,0.4766,0.55,0.5947,0.6354,0.6756,0.6756,0.6756,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-30,28,1.75,40.25,22.0377,0.2159,0.2736,0.3252,0.4002,0.4456,0.4675,0.4742,0.4841,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-08-31,24,1.75,38.5,20.407,0.1874,0.2526,0.2962,0.3189,0.3399,0.3658,0.393,0.4418,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-01,35,1.75,52.5,31.6523,0.3951,0.4891,0.5434,0.5995,0.7957,0.9002,0.978,1.0471,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-02,28,1.75,49.0,33.0546,0.2798,0.4284,0.565,0.7247,0.882,1.0031,1.0832,1.0832,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-03,18,1.75,29.75,46.6527,0.4826,0.623,0.683,0.7287,0.8675,0.8911,0.8911,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-04,26,1.75,42.0,28.9807,0.2461,0.4031,0.5182,0.5981,0.6702,0.6719,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-05,32,1.75,52.5,42.2636,0.3244,0.4168,0.5157,0.5901,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-06,37,1.75,54.25,55.9924,0.3693,0.4611,0.4668,0.4668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-07,38,1.75,54.25,54.4087,0.34,0.4364,0.4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:CA|ct:CPI|e:MRLevels|t:Yes|au:_|cf:DeeperFunnel|s:appsamurai_int|d:250818,WUpaY0xnb1A3QWNh,2025-09-08,28,1.75,45.5,49.6855,0.2566,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-24,79,2.5,172.5,17.6205,0.1979,0.2488,0.3437,0.3866,0.4567,0.4917,0.5261,0.5511,0.6793,0.7077,0.7103,0.7103
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-25,123,2.5,272.5,59.298,0.1775,0.2025,0.2386,0.2947,0.3188,0.3319,0.3504,0.3639,0.4613,0.5077,0.5418,0.5441
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-26,102,2.5,230.0,43.8276,0.1465,0.1924,0.2206,0.2421,0.2539,0.2654,0.2779,0.2917,0.3948,0.428,0.4397,0.4499
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-27,120,2.5,270.0,75.5904,0.1665,0.2032,0.2307,0.2486,0.2727,0.2849,0.2984,0.3099,0.398,0.4276,0.4306,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-28,105,2.5,225.0,72.4182,0.1521,0.2017,0.2363,0.2692,0.2888,0.3147,0.3373,0.3456,0.4231,0.4595,0.4733,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-29,130,2.5,302.5,97.0732,0.1852,0.238,0.3011,0.3384,0.3958,0.4352,0.457,0.476,0.5707,0.5979,0.6573,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-30,94,2.5,217.5,87.4004,0.2296,0.272,0.3069,0.3294,0.3461,0.3643,0.3809,0.4009,0.4777,0.5,0.505,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-07-31,73,2.2243,151.25,80.012,0.152,0.1893,0.2264,0.237,0.2498,0.2612,0.2682,0.2742,0.2975,0.3118,0.3213,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-01,40,1.75,61.25,57.9841,0.1282,0.1676,0.1973,0.2235,0.2418,0.2641,0.2788,0.2912,0.3404,0.3557,0.3725,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-02,66,1.75,112.0,59.6037,0.2112,0.28,0.3497,0.4188,0.4437,0.4806,0.5127,0.5262,0.5794,0.59,0.597,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-03,71,1.75,108.5,89.8122,0.3106,0.3352,0.3982,0.4381,0.4849,0.5127,0.5384,0.5504,0.6219,0.6271,0.6271,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-04,52,1.75,84.0,65.7707,0.2385,0.2811,0.3187,0.3494,0.3711,0.4259,0.4548,0.4898,0.6515,0.7301,0.8454,0.0
Blossom Match Android,a:BlossomMatch|p:Android|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250709,WUpaY0xnb1A3QWNh,2025-08-05,51,1.75,82.25,67.9828,0.144,0.1908,0.2248,0.239,0.2549,0.2577,0.2647,0.2654,0.2772,0.29,0.2913,0.0
