app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-11,27,2.5,67.5,13.4094,0.1413,0.2207,0.2793,0.2966,0.3085,0.3541,0.3876,0.4205,0.4715,0.5099,0.5472,0.5472
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-12,19,2.5,42.5,24.8944,0.5737,1.0382,1.2607,1.663,1.9361,2.0528,2.1584,2.2669,2.8086,3.059,3.2027,3.2061
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-13,33,2.5,80.0,35.5678,0.2363,0.2762,0.3023,0.3346,0.3688,0.3961,0.4078,0.4351,0.5385,0.6088,0.613,0.6144
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-14,20,2.5,45.0,34.7888,0.2379,0.2807,0.3253,0.3643,0.3859,0.4012,0.4094,0.4443,0.5224,0.5355,0.5355,0.5355
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-15,33,2.5,77.5,31.5019,0.1849,0.2512,0.3039,0.3393,0.3642,0.3897,0.4346,0.5192,0.6614,0.6956,0.7495,0.7508
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-16,30,2.5,67.5,36.7091,0.2052,0.3029,0.3742,0.422,0.4766,0.5096,0.5563,0.5888,0.7005,0.7692,0.7813,0.7831
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-17,49,2.5,117.5,60.7684,0.3362,0.444,0.5105,0.553,0.5811,0.6112,0.6381,0.6607,0.7191,0.748,0.765,0.7699
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-18,21,2.5,52.5,48.7856,0.2423,0.301,0.3392,0.3685,0.3909,0.4115,0.4263,0.4285,0.4509,0.4536,0.4536,0.4536
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-19,22,2.5,50.0,38.6849,0.2508,0.3686,0.3802,0.4206,0.4427,0.4632,0.4725,0.4967,0.4985,0.5198,0.5198,0.5198
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-20,38,2.5,82.5,53.0613,0.4139,0.6635,0.8169,0.9943,1.1449,1.2332,1.3265,1.338,1.3865,1.4615,1.4951,1.5077
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-21,24,2.5,50.0,49.9395,0.1693,0.2526,0.2935,0.3111,0.3451,0.3681,0.4027,0.4396,0.5635,0.6844,0.7649,0.8526
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-22,28,2.5,60.0,50.9121,0.1866,0.2174,0.2982,0.3128,0.3501,0.3828,0.4109,0.4277,0.5636,0.6159,0.7227,0.7424
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-23,29,2.5,70.0,51.2978,0.3053,0.4722,0.5568,0.5886,0.6377,0.665,0.6878,0.714,0.7617,0.7754,0.7754,0.7754
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-24,19,2.5,47.5,53.3472,0.1841,0.2265,0.2704,0.3095,0.3343,0.3719,0.4086,0.4462,0.5586,0.6162,0.6683,0.6683
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-25,18,2.5,42.5,46.3742,0.1878,0.2223,0.2484,0.2822,0.3044,0.3146,0.3194,0.3342,0.4505,0.5575,0.5626,0.5626
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-26,21,2.5,47.5,53.5405,0.5484,0.8409,0.8703,0.8788,0.8972,0.903,0.9186,0.9373,0.9903,1.0166,1.0712,1.0712
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-27,27,2.5,62.5,44.3964,0.1157,0.1189,0.1195,0.1223,0.1223,0.1281,0.1365,0.1385,0.16,0.1613,0.1618,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-28,15,2.5,32.5,29.1486,0.3186,0.5412,0.643,0.6446,0.6624,0.6861,0.6964,0.6973,0.7121,0.7151,0.7483,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-29,12,2.5,30.0,21.7908,0.3061,0.3694,0.4272,0.4413,0.517,0.5781,0.641,0.7169,0.9318,1.0958,1.3099,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-30,16,2.5,32.5,32.8052,0.2486,0.2833,0.3848,0.3978,0.4006,0.417,0.4315,0.4569,0.4872,0.4883,0.4885,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-31,9,2.1875,17.5,19.4108,0.3111,0.351,0.3599,0.3879,0.3913,0.5483,0.8074,0.9017,1.2999,1.5159,1.6382,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-01,8,2.0,14.0,16.5318,0.161,0.1738,0.1738,0.1738,0.1738,0.1738,0.1738,0.1738,0.1738,0.1738,0.1738,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-02,7,2.0,14.0,27.9574,1.1196,1.1833,1.2289,1.249,1.4496,1.5531,1.8334,1.9203,2.5425,2.5611,2.5611,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-03,5,2.0,10.0,20.1617,0.1652,0.2194,0.2719,0.2911,0.3183,0.3304,0.3757,0.3757,0.4136,0.4548,0.4759,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-04,2,2.0,4.0,11.8637,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-05,9,2.0,14.0,13.4332,0.0891,0.112,0.1121,0.1409,0.1446,0.1485,0.1594,0.1625,0.1798,0.1855,0.1855,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-06,2,2.0,4.0,16.2905,0.1363,0.2123,0.2418,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-07,2,2.0,4.0,20.531,0.5578,0.5896,0.6047,0.6745,0.7264,0.8415,0.9555,0.9555,0.9556,0.9556,0.9556,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-08,1,2.0,2.0,12.5656,0.0993,0.0993,0.0993,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-09,0,0.0,0.0,10.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-10,2,2.0,4.0,11.278,0.5712,0.787,0.86,0.86,0.8616,0.8616,0.8616,0.8631,0.8631,0.8631,0.8631,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-11,2,2.0,4.0,14.1647,0.6151,0.6151,0.6151,0.6151,0.6151,0.6151,0.6151,0.6151,0.6151,0.6151,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-12,1,2.0,2.0,8.4079,0.0237,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-13,0,0.0,0.0,5.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-14,0,0.0,0.0,5.8203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-15,0,0.0,0.0,4.8537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-16,0,0.0,0.0,2.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-17,0,0.0,0.0,2.1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-18,0,0.0,0.0,4.7544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-19,0,0.0,0.0,6.5449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-20,0,0.0,0.0,3.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-21,0,0.0,0.0,3.5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,2.8001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,4.6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,2.1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-25,0,0.0,0.0,0.6745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-26,0,0.0,0.0,0.8991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-27,0,0.0,0.0,1.2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-28,0,0.0,0.0,0.2986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-29,0,0.0,0.0,0.3791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-30,0,0.0,0.0,0.3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-31,0,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-01,0,0.0,0.0,0.5537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-02,0,0.0,0.0,0.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-03,0,0.0,0.0,1.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-04,0,0.0,0.0,0.5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-05,0,0.0,0.0,0.7944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-06,0,0.0,0.0,0.5593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-07,0,0.0,0.0,0.3949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:DE|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-08,0,0.0,0.0,1.3647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-08,37,2.0,66.0,8.8711,0.2568,0.2867,0.3013,0.3168,0.3206,0.3252,0.3306,0.3357,0.3412,0.3439,0.3466,0.3484
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-09,11,2.0,20.0,12.2892,0.1627,0.1781,0.1832,0.1852,0.1865,0.1886,0.1906,0.1928,0.2225,0.2284,0.2355,0.2421
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-10,0,0.0,0.0,1.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-11,0,0.0,0.0,1.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-12,0,0.0,0.0,0.5653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-13,0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-14,0,0.0,0.0,0.3985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-15,0,0.0,0.0,0.4458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-16,0,0.0,0.0,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-17,0,0.0,0.0,0.3936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-18,0,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-19,0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-20,0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-21,0,0.0,0.0,0.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-22,0,0.0,0.0,0.1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-23,0,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-24,0,0.0,0.0,0.0981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-26,0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-27,0,0.0,0.0,0.1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-28,0,0.0,0.0,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-29,0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-30,0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:FR|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-02,0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
