app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-07-27,2,0.0,0.07,0.2126,1.6,3.0429,3.0429,3.0429,3.0429,3.0429,3.0429,5.2771,5.2771,5.2771,5.2771,5.2771
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-07-29,2,0.0,0.0,0.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-13,2,0.0,0.07,0.3306,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-14,2,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-15,2,0.0,0.22,0.1492,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214,0.1214
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-16,2,0.0,0.0,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-17,2,0.0,0.07,0.3174,3.0171,15.7529,29.1657,31.2143,31.2143,31.2143,31.2143,36.4986,37.6357,37.6357,37.6357,37.6357
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-23,2,0.0,0.0,0.2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-25,2,0.0,0.0,0.0874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MTE5,2025-08-28,2,0.0,0.0,1.0721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MzM0,2025-08-20,2,0.0,0.07,0.2001,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214,0.0214
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MzM0,2025-08-28,2,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MzM0,2025-08-30,2,0.0,0.14,0.0258,0.1843,0.4329,0.4436,0.4436,0.4436,0.4436,0.4436,0.4436,0.4436,0.4436,0.4436,0.4436
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,MzM0,2025-08-31,2,0.0,0.0,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NDg1,2025-07-22,2,0.0,0.15,0.424,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-07-06,2,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-07-07,2,0.0,0.0,0.0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-08-12,2,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-08-19,2,0.0,0.0,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-08-22,2,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-08-26,2,0.0,0.07,0.1074,1.5343,2.0557,2.6943,2.6943,2.6943,2.6943,3.2114,3.2114,3.2114,3.2114,3.2114,3.2114
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjEy,2025-08-30,2,0.0,0.07,0.0818,1.1686,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-07-06,2,0.0,0.07,0.0983,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043,1.4043
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-07-10,2,0.0,0.0,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-07-13,2,0.0,0.0,0.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-07-30,2,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-08-03,2,0.0,0.0,0.1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-08-18,2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-08-24,2,0.0,0.0,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-08-28,2,0.0,0.14,0.296,1.4843,1.8,2.0936,2.0936,2.0936,2.0936,2.0936,2.0936,2.0936,2.0936,2.0936,2.0936
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NjQy,2025-08-30,2,0.0,0.0,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-04,2,0.0,0.07,0.076,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857,1.0857
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-08,2,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-13,2,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-17,2,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-25,2,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-07-31,2,0.0,0.0,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-02,2,0.0,0.0,0.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-18,2,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-19,2,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-26,2,0.0,0.07,0.0624,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286,0.8286
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTcz,2025-08-27,2,0.0,0.0,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-04,2,0.0,0.0,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-05,2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-14,2,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-17,2,0.0,0.0,0.1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-26,2,0.0,0.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-07-31,2,0.0,0.0,0.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI3,2025-08-07,2,0.0,0.0,0.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTIx,2025-07-09,2,0.0,0.0,0.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTk2,2025-08-25,2,0.0,0.0,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,Nzc2,2025-08-02,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,Nzc2,2025-08-09,2,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,Nzc2,2025-08-30,2,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzM2,2025-08-04,2,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzM2,2025-08-15,2,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-07-05,2,0.0,0.0,0.2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-07-27,2,0.0,0.0,1.6992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-02,2,0.0,0.07,0.1255,0.4714,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014,0.8014
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-08,2,0.0,0.07,0.0853,0.8743,0.8743,0.8743,0.8743,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-09,2,0.0,0.0,0.1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-10,2,0.0,0.0,0.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-26,2,0.0,0.14,0.2893,0.5429,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707,0.8707
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-29,2,0.0,0.22,0.4498,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086,1.0086
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,OTk5,2025-08-31,2,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPI_PTSDK_SSR,NjYx,2025-07-31,2,0.5,0.5,1.3097,0.2568,0.288,0.2956,0.2956,0.2956,0.2956,0.2956,0.2956,0.2956,0.2956,0.2956,0.2956
ColorJelly Sort,ColorJelly_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-30,2,0.5,1.0,0.2615,0.0533,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-07-11,2,0.0,0.26,0.321,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346,1.2346
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-07-15,2,0.0,0.0,0.3742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-04,2,0.0,0.0,0.2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-06,2,0.0,0.0,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-09,2,0.0,0.26,0.2406,0.9254,1.4692,2.2492,2.2492,2.2492,2.2492,2.2492,2.2492,2.2492,2.2492,2.2492,2.2492
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-13,2,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-21,2,0.0,0.0,0.3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,NzAz,2025-07-11,2,1.5,3.0,0.0876,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292,0.0292
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODMx,2025-07-28,2,0.5,1.0,0.2815,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698,0.2698
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-09,2,1.5,3.0,0.4172,0.1391,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495,0.1495
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-10,2,1.5,3.0,0.3235,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.114,0.114,0.114,0.114,0.114
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-11,2,1.5,1.5,0.3441,0.2294,0.305,0.305,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-14,2,1.5,1.5,1.0315,0.4371,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485,0.4485
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-05,2,0.5,1.0,0.3197,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-11,2,0.5,1.0,0.7663,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277,0.7277
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-13,2,0.5,1.0,0.1286,0.1286,0.1286,0.1286,0.1286,0.1286,0.1286,0.1286,0.1286,0.1628,0.1628,0.1628,0.1628
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-15,2,0.5,1.0,0.1051,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982,0.0982
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-17,2,0.5,1.0,0.1543,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054,0.1054
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-22,2,0.5,1.0,0.058,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-25,2,0.5,1.0,0.6026,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-27,2,0.5,1.0,0.2636,0.2284,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-31,2,0.5,1.0,0.1261,0.1261,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172
ColorJelly Sort,ColorJelly_IOS_JP_CPA_TBSDK_ADVN,ODY1,2025-08-25,2,0.0,0.67,0.4179,0.5266,0.7142,0.9148,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-03,2,0.0,0.17,0.5276,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647,0.5647
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-05,2,0.0,0.34,0.5677,1.1147,1.1147,1.1147,2.1394,2.1394,3.9685,3.9868,3.9868,3.9868,3.9868,3.9868,3.9868
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-24,2,0.0,0.0,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-26,2,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-12,2,0.0,0.0,0.9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-13,2,0.0,0.0,0.7906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-14,2,0.0,0.0,0.0656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-15,2,0.0,0.0,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-17,2,0.0,0.0,0.5576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-23,2,0.0,0.0,0.2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-30,2,0.0,0.0,0.1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-07-31,2,0.0,0.5,0.2612,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-04,2,0.0,0.5,0.4705,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-10,2,0.0,0.0,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-11,2,0.0,0.0,0.1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-12,2,0.0,0.5,0.2173,0.4346,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-13,2,0.0,0.0,0.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-17,2,0.0,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-22,2,0.0,0.0,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-24,2,0.0,0.5,0.2686,0.5372,0.7702,1.2264,1.2536,1.6294,1.6294,1.6294,1.6294,2.0958,2.0958,2.0958,2.0958
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-29,2,0.0,0.5,0.2174,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348,0.4348
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-31,2,0.0,0.0,0.3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-10,2,0.0,0.0,0.2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-12,2,0.0,0.5,0.7485,1.497,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804,1.9804
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-14,2,0.0,0.5,0.5511,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008,1.1008
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-16,2,0.0,0.0,1.3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-18,2,0.0,0.5,1.214,1.5272,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594,3.3594
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-24,2,0.0,0.5,0.1737,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474,0.3474
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-28,2,0.0,0.5,0.293,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-12,2,0.0,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-16,2,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-21,2,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
