app,campaign_network,adgroup_id_network,day,installs,ecpi,cost,all_revenue,cohort_ad_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-22,1,0.0,0.0,0.4342,5.2904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,469,2025-06-29,1,0.0,0.0,0.1365,1.3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,481,2025-06-30,1,0.0,0.0,1.2531,1.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,481,2025-07-05,1,0.0,0.0,11.9335,0.2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,481,2025-07-12,1,0.0,0.0,2.0339,0.1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,481,2025-07-13,1,0.0,0.0,1.9615,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,481,2025-07-17,1,0.0,0.0,1.4961,1.6287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-06-28,1,0.0,0.0,0.0106,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-02,1,0.0,0.0,0.3559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-11,1,0.0,0.0,0.7922,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-14,1,0.0,0.0,0.4723,0.1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-15,1,0.0,0.0,0.4586,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-22,1,0.0,0.0,0.1493,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-26,1,0.0,0.0,0.2896,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-07-27,1,0.0,0.0,0.4606,5.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-08-02,1,0.0,0.0,0.619,0.8098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,519,2025-08-04,1,0.0,0.0,0.5081,2.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,695,2025-07-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-06-28,1,0.0,0.0,0.0704,0.1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-07-13,1,0.0,0.0,0.3003,0.7423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-07-19,1,0.0,0.0,0.0178,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-07-29,1,0.0,0.0,0.9269,0.9269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-08-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,779,2025-08-02,1,0.0,0.0,0.1995,0.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,818,2025-06-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,818,2025-07-09,1,0.0,0.0,0.0409,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,825,2025-07-18,1,0.0,0.0,0.0093,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,860,2025-07-08,1,0.0,0.0,0.0395,1.3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,860,2025-07-10,1,0.0,0.0,0.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,860,2025-07-19,1,0.0,0.0,0.0868,1.4669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,860,2025-07-21,1,0.0,0.0,0.6442,1.7386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-02,1,0.0,0.0,0.9865,2.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-05,1,0.0,0.0,1.4724,0.0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-12,1,0.0,0.0,0.6688,0.2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-15,1,0.0,0.0,0.596,3.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-19,1,0.0,0.0,1.7554,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,989,2025-07-22,1,0.0,0.0,1.9596,0.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL500_Android,1,2025-06-26,1,0.0,0.0,0.0426,1.5788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,unknown,unknown,2025-01-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,unknown,unknown,2025-02-07,1,0.0,0.0,0.2907,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-01-07,1,0.0,0.0,0.4307,0.0883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-01-30,1,0.0,0.0,0.9277,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-01-31,1,0.0,0.0,0.8047,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-02-14,1,0.0,0.0,0.2156,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-02-24,1,0.0,0.0,0.1658,0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-01,0,0.0,0.0,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-02,0,0.0,0.0,0.2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-03,0,0.0,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-04,0,0.0,0.0,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-05,0,0.0,0.0,0.2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-06,0,0.0,0.0,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-07,0,0.0,0.0,0.2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-08,0,0.0,0.0,1.1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-09,0,0.0,0.0,0.5235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-10,0,0.0,0.0,0.3309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-11,0,0.0,0.0,0.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-12,0,0.0,0.0,0.1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-13,0,0.0,0.0,0.7953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-14,0,0.0,0.0,0.2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-15,0,0.0,0.0,0.6464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-16,0,0.0,0.0,0.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-17,0,0.0,0.0,0.1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-18,0,0.0,0.0,0.5322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-19,0,0.0,0.0,0.3512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-20,0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-21,0,0.0,0.0,0.1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-22,0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-23,0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-24,0,0.0,0.0,0.2287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-25,0,0.0,0.0,0.1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-26,0,0.0,0.0,0.1223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-27,0,0.0,0.0,0.1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-28,0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-29,0,0.0,0.0,0.5479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-30,0,0.0,0.0,0.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-01-31,0,0.0,0.0,0.1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-01,0,0.0,0.0,0.1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-02,0,0.0,0.0,0.3017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-03,0,0.0,0.0,0.1172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-04,0,0.0,0.0,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-05,0,0.0,0.0,0.0506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-06,0,0.0,0.0,0.1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-07,0,0.0,0.0,0.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-08,0,0.0,0.0,0.0823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-09,0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-10,0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-11,0,0.0,0.0,0.2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-12,0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-13,0,0.0,0.0,0.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-14,0,0.0,0.0,0.2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-15,0,0.0,0.0,0.2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-16,0,0.0,0.0,0.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-17,0,0.0,0.0,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-18,0,0.0,0.0,0.0753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-19,0,0.0,0.0,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-20,0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-21,0,0.0,0.0,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-22,0,0.0,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-24,0,0.0,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-27,0,0.0,0.0,0.1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-02-28,0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-01,0,0.0,0.0,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-06,0,0.0,0.0,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-10,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-11,0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-12,0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-13,0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-14,0,0.0,0.0,0.5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-15,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-18,0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-19,0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-20,0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-27,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-03-28,0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-04-01,0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-04-02,0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-04-12,0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-04-16,0,0.0,0.0,0.1453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brain Test All-Star,BTA_NL_CPI,Zjg4NWE1YmY5NTVhNDM4M2FiZDR8,2025-04-19,0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
