app,campaign_network,adgroup_id_network,day,installs,ecpi,cost,all_revenue,cohort_ad_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-16,113,0.0,0.0,25.2725,33.6815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-18,113,0.0,0.0,21.7486,28.5627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-17,87,0.0,0.0,10.232,11.7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-26,66,0.0,0.0,28.1535,21.8549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-19,64,0.0,0.0,19.5014,11.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-05,61,0.0,0.0,17.6852,11.1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-20,60,0.0,0.0,8.6265,9.7912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-22,60,0.0,0.0,9.0894,9.1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-03,59,0.0,0.0,14.339,10.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-21,58,0.0,0.0,16.1369,14.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-30,58,0.0,0.0,8.1615,10.4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-04,58,0.0,0.0,12.5338,13.6209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-06,58,0.0,0.0,13.0809,11.7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-23,57,0.0,0.0,18.5133,15.9728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-25,57,0.0,0.0,6.9206,8.3191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-31,57,0.0,0.0,9.6317,13.9237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-07,57,0.0,0.0,11.4142,7.6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-26,56,0.0,0.0,8.5009,6.3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-08,56,0.0,0.0,14.9249,10.8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-16,54,0.0,0.0,6.643,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-24,54,0.0,0.0,10.3811,7.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-19,54,0.0,0.0,19.4882,26.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-01,53,0.0,0.0,9.4904,7.6737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-21,53,0.0,0.0,19.065,15.8576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-23,52,0.0,0.0,19.5409,11.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-15,51,0.0,0.0,3.5519,8.4968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-27,51,0.0,0.0,7.0263,5.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-12,51,0.0,0.0,17.0349,14.6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-09-02,50,0.0,0.0,5.8396,5.3861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-24,49,0.0,0.0,12.2338,16.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-16,47,0.0,0.0,2.8849,3.9145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-25,47,0.0,0.0,15.2614,23.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-27,47,0.0,0.0,15.4845,19.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-04,45,0.0,0.0,14.8705,15.5633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-17,44,0.0,0.0,5.0503,7.9455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-08,44,0.0,0.0,17.2698,23.1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-14,44,0.0,0.0,20.8518,19.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-20,43,0.0,0.0,21.7282,27.5996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-03,43,0.0,0.0,14.4774,12.2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-18,42,0.0,0.0,15.2857,19.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-15,41,0.0,0.0,2.7807,6.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-15,41,0.0,0.0,0.8231,4.5734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-09,41,0.0,0.0,11.3631,9.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-06,40,0.0,0.0,15.356,11.4838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-11,39,0.0,0.0,9.133,13.6916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-21,39,0.0,0.0,9.5043,9.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-02,37,0.0,0.0,18.0001,21.9255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-17,36,0.0,0.0,2.0921,4.2585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-20,36,0.0,0.0,9.2279,9.8119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-28,35,0.0,0.0,7.8744,12.6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-22,35,0.0,0.0,17.1353,12.3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-29,35,0.0,0.0,16.3995,28.7634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_US_CPI_A35_FEMALE_SCE,ZmRhNzljMzE4MjI1NGI4OTgxM2F8,2025-08-29,34,0.0,0.0,3.4776,3.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-05,34,0.0,0.0,22.8866,12.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-10,34,0.0,0.0,19.9231,19.6336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-11,34,0.0,0.0,11.5075,6.0819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-31,34,0.0,0.0,15.1184,10.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-22,33,0.0,0.0,13.3205,26.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-18,32,0.0,0.0,3.333,16.5933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-17,32,0.0,0.0,8.3719,6.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-30,32,0.0,0.0,22.4371,8.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-24,32,0.0,0.0,17.4213,17.2886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-18,31,0.0,0.0,3.0477,2.2976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-03,31,0.0,0.0,14.9679,11.9466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-02,31,0.0,0.0,14.6996,9.2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-10,31,0.0,0.0,12.1492,17.2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-04,30,0.0,0.0,8.9742,15.9776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-07,30,0.0,0.0,12.735,13.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-05,30,0.0,0.0,13.3942,12.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-17,30,0.0,0.0,18.6827,21.1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-19,28,0.0,0.0,2.5101,3.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-20,28,0.0,0.0,7.5339,4.8983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-09,28,0.0,0.0,12.5903,4.7214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-12,28,0.0,0.0,12.2252,10.7753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-08,27,0.0,0.0,8.738,8.9118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-26,27,0.0,0.0,12.5892,14.4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-13,25,0.0,0.0,7.3072,8.3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-06,25,0.0,0.0,10.2658,13.4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-23,25,0.0,0.0,12.2948,12.5766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-25,24,0.0,0.0,3.4215,2.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-28,24,0.0,0.0,3.8257,2.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-01,24,0.0,0.0,8.6909,6.5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-15,24,0.0,0.0,13.6103,11.9597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-25,24,0.0,0.0,8.9617,6.5088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-19,23,0.0,0.0,3.1361,3.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-31,23,0.0,0.0,4.2759,2.8379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,172,2025-06-27,23,0.0,0.0,3.7647,38.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-14,23,0.0,0.0,10.8383,9.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-03-03,23,0.0,0.0,12.1425,4.1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,172,2025-07-21,22,0.0,0.0,19.2662,44.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-16,22,0.0,0.0,8.9859,4.4822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-21,21,0.0,0.0,1.7048,1.6137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-24,21,0.0,0.0,2.7574,5.3774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,237,2025-06-28,21,0.0,0.0,1.7417,7.7284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-01-28,21,0.0,0.0,14.6911,9.8342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-01,21,0.0,0.0,10.5202,10.9337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-16,21,0.0,0.0,8.9276,5.5647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-03-01,21,0.0,0.0,7.7535,5.4908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,172,2025-07-16,20,0.0,0.0,7.3344,35.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-13,20,0.0,0.0,12.71,8.3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-08-30,19,0.0,0.0,2.4417,1.5924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-09-09,19,0.0,0.0,5.5973,3.9447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-15,19,0.0,0.0,9.9205,12.2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-18,19,0.0,0.0,8.8875,2.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-19,19,0.0,0.0,8.7783,7.7087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,{sub_id,2025-02-09,19,0.0,0.0,5.3088,6.5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-09-01,18,0.0,0.0,3.2667,0.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-27,18,0.0,0.0,10.4567,8.7277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,172,2025-07-20,17,0.0,0.0,15.4389,35.5291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-03-02,17,0.0,0.0,14.7402,25.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-03-04,17,0.0,0.0,3.9666,1.8311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-20,16,0.0,0.0,2.5099,1.4717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_CA_CPI_A35_FEMALE_SCE,YWYzYjE2ODNjNGQ2NDM4M2JhYTB8,2025-08-21,16,0.0,0.0,4.3854,2.6464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Word Match,WM_US_CPI_FEMALE,WM_US_CPI_FEMALE,2025-02-07,16,0.0,0.0,5.5849,7.8544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farm Block Escape,FBE_UK_CPI_A35_FEMALE_SCE,ZmYzYWMxMTA5YWI5NGRmM2JjOWJ8,2025-09-02,15,0.0,0.0,5.0061,4.3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
